YEARLY_INCOME,CURRENT_SAVINGS_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_YEARLY_INCOME_RATIO,CURRENT_DEBT_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_YEARLY_INCOME_RATIO,YEARLY_CLOTHING_TO_CURRENT_SAVINGS_RATIO,YEARLY_CLOTHING_TO_CURRENT_DEBT_RATIO,YEARLY_EDUCATION_TO_YEARLY_INCOME_RATIO,YEARLY_EDUCATION_TO_CURRENT_SAVINGS_RATIO,YEARLY_EDUCATION_TO_CURRENT_DEBT_RATIO,YEARLY_ENTERTAINMENT_TO_YEARLY_INCOME_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_SAVINGS_RATIO,YEARLY_ENTERTAINMENT_TO_CURRENT_DEBT_RATIO,YEARLY_LOAN_FINES_TO_YEARLY_INCOME_RATIO,YEARLY_LOAN_FINES_TO_CURRENT_SAVINGS_RATIO,YEARLY_LOAN_FINES_CURRENT_DEBT_RATIO,YEARLY_GAMBLING_TO_YEARLY_INCOME_RATIO,YEARLY_GAMBLING_TO_CURRENT_SAVINGS_RATIO,YEARLY_GAMBLING_TO_CURRENT_DEBT_RATIO,YEARLY_GROCERIES_TO_YEARLY_INCOME_RATIO,YEARLY_GROCERIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_GROCERIES_TO-CURRENT_DEBT_RATIO,YEARLY_HEALTH_TO_YEARLY_INCOME_RATIO,YEARLY_HEALTH__TO_CURRENT_SAVINGS_RATIO,YEARLY_HEALTH_TO_CURRENT_DEBT_RATIO,YEARLY_HOUSING_TO_YEARLY_INCOME_RATIO,YEARLY_HOUSING_TO_CURRENT_SAVINGS_RATIO,YEARLY_HOUSING_TO_CURRENT_DEBT_RATIO,YEARLY_TAX_TO_YEARLY_INCOME_RATIO,YEARLY_TAX_TO_CURRENT_SAVINGS_RATIO,YEARLY_TAX_TO_CURRENT_DEBT_RATIO,YEARLY_TRAVEL_TO_YEARLY_INCOME_RATIO,YEARLY_TRAVEL_TO_CURRENT_SAVINGS_RATIO,YEARLY_TRAVEL_TO_CURRENT_DEBT_RATIO,YEARLY_UTILITIES_TO_YEARLY_INCOME_RATIO,YEARLY_UTILITIES_TO_CURRENT_SAVINGS_RATIO,YEARLY_UTILITIES_TO_CURRENT_DEBT_RATIO,YEARLY_EXPENDITURE_TO_YEARLY_INCOME_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_SAVINGS_RATIO,YEARLY_EXPENDITURE_TO_CURRENT_DEBT_RATIO,CREDIT_SCORE
295637,2.25,9.5833,4.2593,0.0357,0.0159,0.0037,0,0,0,0.0297,0.0132,0.0031,0,0,0,0.0107,0.0047,0.0011,0.2281,0.1014,0.0238,0.0509,0.0226,0.0053,0.2425,0.1078,0.0253,0.0244,0.0109,0.0025,0.1526,0.0678,0.0159,0.0587,0.0261,0.0061,0.8333,0.3704,0.087,585
39822,1.2727,6.0909,4.7857,0.0757,0.0595,0.0124,0.06,0.0472,0.0099,0.1802,0.1416,0.0296,0.0037,0.0029,0.0006,0.1124,0.0883,0.0184,0.0499,0.0392,0.0082,0.0083,0.0066,0.0014,0.1721,0.1352,0.0283,0.0208,0.0164,0.0034,0.1958,0.1538,0.0321,0.03,0.0236,0.0049,0.9091,0.7143,0.1493,582
85809,3.3636,3.6364,1.0811,0.0113,0.0034,0.0031,0.1598,0.0475,0.0439,0.0435,0.0129,0.012,0,0,0,0.0142,0.0042,0.0039,0.2874,0.0855,0.079,0.0457,0.0136,0.0126,0,0,0,0.0356,0.0106,0.0098,0.2256,0.0671,0.062,0.086,0.0256,0.0237,0.9091,0.2703,0.25,613
371850,7.3636,1.0909,0.1481,0.0346,0.0047,0.0317,0.0968,0.0131,0.0887,0.0262,0.0036,0.024,0,0,0,0,0,0,0.2105,0.0286,0.193,0.053,0.0072,0.0486,0.2124,0.0289,0.1947,0.0214,0.0029,0.0196,0.2025,0.0275,0.1856,0.0517,0.007,0.0474,0.9091,0.1235,0.8333,716
287128,0.8462,10.9231,12.9091,0.0624,0.0737,0.0057,0.0231,0.0273,0.0021,0.0888,0.105,0.0081,0,0,0,0,0,0,0.0951,0.1124,0.0087,0.0279,0.033,0.0026,0.1241,0.1467,0.0114,0.0383,0.0453,0.0035,0.2634,0.3113,0.0241,0.0461,0.0545,0.0042,0.7692,0.9091,0.0704,519
35947,9.2,0,0,0.0351,0.0038,0,0,0,0.0535,0.1143,0.0124,0.2785,0,0,0,0,0,0.008,0.1397,0.0152,0.6115,0.0803,0.0087,0.0291,0.2369,0.0258,0,0.0058,0.0006,0.003,0.3356,0.0365,0,0.0523,0.0057,0.033,1,0.1087,0.7733,648
461420,3.0714,7,2.2791,0.0357,0.0116,0.0051,0.0213,0.0069,0.003,0.0812,0.0264,0.0116,0,0,0,0.043,0.014,0.0061,0.088,0.0287,0.0126,0.0405,0.0132,0.0058,0.1147,0.0373,0.0164,0.0266,0.0087,0.0038,0.2208,0.0719,0.0315,0.0426,0.0139,0.0061,0.7143,0.2326,0.102,740
53691,0.2,4.9,24.5005,0.0865,0.4323,0.0176,0,0,0,0.2087,1.0437,0.0426,0,0,0,0,0,0,0.0567,0.2833,0.0116,0.0142,0.0712,0.0029,0.1976,0.9883,0.0403,0.0286,0.143,0.0058,0.3733,1.8665,0.0762,0.0343,0.1717,0.007,1,5.0001,0.2041,616
21767,7.6363,1.6363,0.2143,0.084,0.011,0.0513,0,0,0,0.2024,0.0265,0.1237,0,0,0,0,0,0,0.2761,0.0362,0.1687,0.241,0.0316,0.1473,0,0,0,0.011,0.0014,0.0067,0,0,0,0.0946,0.0124,0.0578,0.9091,0.119,0.5556,619
0,0,8.8039,3.8948,0.1203,0,0,0.2417,0,0,0.1764,0,0,0,0,0,0,0.0195,0.005,0.1543,0.0298,0.0077,0.0727,0.0079,0.002,0.0977,0.0421,0.0108,0.0201,0,0,0.4219,0.4122,0.1058,0.0741,0.0147,0.0038,0.8629,0.5263,0.1351,582
99273,1.5,0.9,0.6,0.0721,0.0481,0.0801,0,0,0,0.2927,0.1951,0.3252,0,0,0,0,0,0,0.0963,0.0642,0.107,0.0182,0.0121,0.0202,0,0,0,0.0404,0.027,0.0449,0.4316,0.2877,0.4796,0.0487,0.0324,0.0541,1,0.6667,1.1111,676
177977,0.9091,2.5455,2.8,0.1577,0.1735,0.062,0.0457,0.0502,0.0179,0.1362,0.1499,0.0535,0,0,0,0,0,0,0.0561,0.0617,0.022,0.0164,0.018,0.0064,0.1316,0.1447,0.0517,0.0191,0.021,0.0075,0.3235,0.3559,0.1271,0.0229,0.0252,0.009,0.9091,1,0.3571,625
124887,1.0667,2.1333,2,0.058,0.0543,0.0272,0,0,0,0.1429,0.1339,0.067,0,0,0,0.0726,0.0681,0.0341,0.188,0.1763,0.0881,0.0715,0.0671,0.0335,0,0,0,0.0578,0.0542,0.0271,0,0,0,0.0758,0.0711,0.0355,0.6667,0.625,0.3125,593
28444,6.0909,1.2727,0.209,0.0374,0.0061,0.0294,0,0,0,0.1049,0.0172,0.0825,0,0,0,0,0,0,0.156,0.0256,0.1226,0.0787,0.0129,0.0618,0,0,0,0.0059,0.001,0.0046,0.477,0.0783,0.3748,0.0491,0.0081,0.0386,0.9091,0.1493,0.7143,553
557523,2.0714,4.2143,2.0345,0.0141,0.0068,0.0034,0.0183,0.0088,0.0043,0.0705,0.034,0.0167,0,0,0,0.0327,0.0158,0.0078,0.0745,0.0359,0.0177,0.0395,0.0191,0.0094,0.0988,0.0477,0.0234,0.0305,0.0147,0.0072,0.2987,0.1442,0.0709,0.0368,0.0178,0.0087,0.7143,0.3448,0.1695,732
0,0,8.0201,3.0832,0.0348,0,0,0.0103,0,0,0.035,0,0,0,0,0,0,0.0322,0.0105,0.169,0.0644,0.0209,0.1302,0.0112,0.0036,0.0066,0.0766,0.0249,0.0128,0,0,0.298,0.6224,0.2019,0.082,0.0264,0.0086,0.6913,0.8333,0.2703,500
270296,2.2308,7.7692,3.4828,0.0582,0.0261,0.0075,0.0211,0.0095,0.0027,0.0807,0.0362,0.0104,0,0,0,0.0374,0.0167,0.0048,0.0878,0.0394,0.0113,0.0501,0.0225,0.0065,0.1138,0.051,0.0147,0.0322,0.0145,0.0041,0.2458,0.1102,0.0316,0.0421,0.0189,0.0054,0.7692,0.3448,0.099,603
163513,1.5455,4.6364,3,0.022,0.0143,0.0048,0,0,0,0.2443,0.1581,0.0527,0,0,0,0,0,0,0.161,0.1041,0.0347,0.0663,0.0429,0.0143,0,0,0,0.0686,0.0444,0.0148,0.2479,0.1604,0.0535,0.099,0.064,0.0213,0.9091,0.5882,0.1961,612
163528,3.5,11.6,3.3143,0.0654,0.0187,0.0056,0,0,0,0.0635,0.0181,0.0055,0,0,0,0.0228,0.0065,0.002,0.5635,0.161,0.0486,0.1169,0.0334,0.0101,0,0,0,0.0432,0.0123,0.0037,0,0,0,0.1247,0.0356,0.0107,1,0.2857,0.0862,504
114054,6.3636,6,0.9429,0.0366,0.0057,0.0061,0,0,0,0.0317,0.005,0.0053,0,0,0,0,0,0,0.2414,0.0379,0.0402,0.022,0.0035,0.0037,0.2565,0.0403,0.0428,0.0258,0.0041,0.0043,0.2327,0.0366,0.0388,0.0623,0.0098,0.0104,0.9091,0.1429,0.1515,603
56657,7.8181,0.9091,0.1163,0.0192,0.0024,0.0211,0,0,0,0.1107,0.0142,0.1218,0,0,0,0,0,0,0.1345,0.0172,0.1479,0.0621,0.0079,0.0683,0.228,0.0292,0.2508,0.0054,0.0007,0.006,0.2986,0.0382,0.3284,0.0507,0.0065,0.0557,0.9091,0.1163,1,635
67827,11.4444,1.2222,0.1068,0.0938,0.0082,0.0767,0,0,0,0.1381,0.0121,0.113,0,0,0,0,0,0,0.1867,0.0163,0.1527,0.1195,0.0104,0.0977,0,0,0,0.0076,0.0007,0.0062,0.5009,0.0438,0.4099,0.0646,0.0056,0.0529,1.1111,0.0971,0.9091,639
88276,1.2,7.2,6,0.1006,0.0839,0.014,0,0,0,0.1983,0.1653,0.0275,0,0,0,0.0975,0.0812,0.0135,0.067,0.0558,0.0093,0.0196,0.0163,0.0027,0,0,0,0.0247,0.0206,0.0034,0.4598,0.3831,0.0639,0.0325,0.0271,0.0045,1,0.8333,0.1389,564
123364,1.5,9.1,6.0667,0.0371,0.0247,0.0041,0,0,0,0.2838,0.1892,0.0312,0,0,0,0,0,0,0.086,0.0573,0.0094,0.0375,0.025,0.0041,0,0,0,0.031,0.0207,0.0034,0.4839,0.3226,0.0532,0.0407,0.0272,0.0045,1,0.6667,0.1099,535
64249,2.3,19.9,8.6522,0.0289,0.0126,0.0015,0.1621,0.0705,0.0081,0.0433,0.0188,0.0022,0,0,0,0.0144,0.0063,0.0007,0.3322,0.1444,0.0167,0.0823,0.0358,0.0041,0,0,0,0.0356,0.0155,0.0018,0.2157,0.0938,0.0108,0.0855,0.0372,0.0043,1,0.4348,0.0503,447
174117,2.3636,13.2727,5.6154,0.0403,0.0171,0.003,0.0308,0.013,0.0023,0.1166,0.0493,0.0088,0,0,0,0,0,0,0.116,0.0491,0.0087,0.0348,0.0147,0.0026,0.166,0.0702,0.0125,0.0513,0.0217,0.0039,0.2917,0.1234,0.022,0.0616,0.026,0.0046,0.9091,0.3846,0.0685,552
113584,3.8333,7.6666,2,0.0424,0.0111,0.0055,0,0,0,0.1901,0.0496,0.0248,0,0,0,0.075,0.0196,0.0098,0.1437,0.0375,0.0187,0.0428,0.0112,0.0056,0.2052,0.0535,0.0268,0.0581,0.0152,0.0076,0,0,0,0.0759,0.0198,0.0099,0.8333,0.2174,0.1087,541
0,6.3284,9.7604,9.5008,0.086,0,0,0.0655,0,0,0.3212,0,0,0,0,0,0,0,0,0.2216,0.1079,0.0114,0.0664,0.011,0.0012,0.0504,0.1568,0.0165,0.0039,0,0,0.2889,0.92,0.0968,0.0589,0.0544,0.0057,0.8445,1.2501,0.1316,548
169985,3.1667,8.8333,2.7895,0.07,0.0221,0.0079,0.0369,0.0117,0.0042,0.184,0.0581,0.0208,0,0,0,0,0,0,0.1669,0.0527,0.0189,0.0427,0.0135,0.0048,0.1981,0.0626,0.0224,0.0612,0.0193,0.0069,0,0,0,0.0735,0.0232,0.0083,0.8333,0.2632,0.0943,573
30500,6.7778,1,0.1475,0.0355,0.0052,0.0355,0,0,0,0.1151,0.017,0.1151,0,0,0,0.0106,0.0016,0.0106,0.141,0.0208,0.141,0.0987,0.0146,0.0987,0.2394,0.0353,0.2394,0.0058,0.0009,0.0058,0.412,0.0608,0.412,0.053,0.0078,0.053,1.1111,0.1639,1.1111,644
245854,3.1333,2.6667,0.8511,0.0473,0.0151,0.0178,0.0277,0.0088,0.0104,0.1059,0.0338,0.0397,0,0,0,0,0,0,0.1053,0.0336,0.0395,0.031,0.0099,0.0116,0,0,0,0.0421,0.0134,0.0158,0.2521,0.0805,0.0945,0.0552,0.0176,0.0207,0.6667,0.2128,0.25,714
156316,1.3,6.9,5.3077,0.0654,0.0503,0.0095,0,0,0,0.2289,0.1761,0.0332,0,0,0,0,0,0,0.0663,0.051,0.0096,0.0207,0.0159,0.003,0.1606,0.1235,0.0233,0.0233,0.0179,0.0034,0.4068,0.3129,0.059,0.0281,0.0216,0.0041,1,0.7692,0.1449,559
392466,3.3077,8.1538,2.4651,0.0694,0.021,0.0085,0.0217,0.0066,0.0027,0.0836,0.0253,0.0102,0,0,0,0,0,0,0.0957,0.0289,0.0117,0.0325,0.0098,0.004,0,0,0,0.0331,0.01,0.0041,0.3899,0.1179,0.0478,0.0434,0.0131,0.0053,0.7692,0.2326,0.0943,515
0,3.67,2.8316,0.4681,0.084,0,0,0,0,0,0.3024,0,0,0.0025,0,0,0,0,0,0.1583,0.0146,0.0312,0.1402,0.0035,0.0075,0.0875,0.0178,0.038,0.0347,0,0,0.0379,0.1707,0.3646,0.0406,0.0062,0.0132,1.1277,0.2128,0.4545,556
174554,7,11.8,1.6857,0.0626,0.0089,0.0053,0.1467,0.021,0.0124,0.0391,0.0056,0.0033,0,0,0,0,0,0,0.3139,0.0448,0.0266,0.076,0.0109,0.0064,0,0,0,0.0326,0.0047,0.0028,0.2507,0.0358,0.0212,0.0784,0.0112,0.0066,1,0.1429,0.0847,540
0,7.1125,11.6049,0.4681,0.0861,0,0,0.017,0,0,0.3251,0,0,0,0,0,0.0296,0,0,0.086,0.0154,0.0328,0.0223,0.0018,0.0039,0,0,0,0.0249,0,0,0.0772,0.1882,0.402,0.0413,0.0074,0.0158,1.2226,0.2128,0.4545,544
32790,11.1818,1.4545,0.1301,0.0396,0.0035,0.0272,0,0,0,0.1206,0.0108,0.0829,0,0,0,0.0111,0.001,0.0077,0.1486,0.0133,0.1022,0.1373,0.0123,0.0944,0,0,0,0.006,0.0005,0.0042,0.3898,0.0349,0.268,0.0561,0.005,0.0386,0.9091,0.0813,0.625,605
19242,0.875,5.1249,5.8573,0.0486,0.0555,0.0095,0.3511,0.4013,0.0685,0.1328,0.1518,0.0259,0.0024,0.0028,0.0005,0,0,0,0.1875,0.2142,0.0366,0.0383,0.0438,0.0075,0,0,0,0,0,0,0.4489,0.5131,0.0876,0.0403,0.0461,0.0079,1.25,1.4286,0.2439,647
54779,1.0909,8.2727,7.5833,0.0457,0.0419,0.0055,0,0,0,0.138,0.1265,0.0167,0,0,0,0,0,0,0.0513,0.047,0.0062,0.029,0.0266,0.0035,0.1308,0.1199,0.0158,0.0174,0.0159,0.0021,0.4742,0.4347,0.0573,0.0228,0.0209,0.0028,0.9091,0.8333,0.1099,548
158860,1.9091,10,5.2381,0.0338,0.0177,0.0034,0.1045,0.0548,0.0105,0.0279,0.0146,0.0028,0,0,0,0.0096,0.005,0.001,0.2159,0.1131,0.0216,0.0465,0.0244,0.0047,0.2298,0.1204,0.023,0.0232,0.0121,0.0023,0.1619,0.0848,0.0162,0.056,0.0293,0.0056,0.9091,0.4762,0.0909,563
188522,3.2727,6.5455,2,0.077,0.0235,0.0118,0,0,0,0.1024,0.0313,0.0156,0,0,0,0.05,0.0153,0.0076,0.1141,0.0349,0.0174,0.0395,0.0121,0.006,0,0,0,0.0458,0.014,0.007,0.4254,0.13,0.065,0.0548,0.0167,0.0084,0.9091,0.2778,0.1389,546
433903,4.1818,8.3636,2,0.0976,0.0233,0.0117,0,0,0,0.1324,0.0317,0.0158,0,0,0,0.0483,0.0115,0.0058,0.0973,0.0233,0.0116,0.0383,0.0092,0.0046,0,0,0,0.0321,0.0077,0.0038,0.4168,0.0997,0.0498,0.0464,0.0111,0.0055,0.9091,0.2174,0.1087,598
48754,4.6,13.7,2.9783,0.0174,0.0038,0.0013,0,0,0,0.0754,0.0164,0.0055,0,0,0,0,0,0,0.552,0.12,0.0403,0.1514,0.0329,0.0111,0,0,0,0.0563,0.0122,0.0041,0,0,0,0.1476,0.0321,0.0108,1,0.2174,0.073,539
309626,8.7273,7.3636,0.8438,0.0482,0.0055,0.0066,0,0,0,0.0458,0.0052,0.0062,0,0,0,0.0095,0.0011,0.0013,0.2362,0.0271,0.0321,0.0581,0.0067,0.0079,0.2513,0.0288,0.0341,0.0232,0.0027,0.0032,0.1757,0.0201,0.0239,0.061,0.007,0.0083,0.9091,0.1042,0.1235,520
85848,9.1819,0.7273,0.0792,0.0156,0.0017,0.0214,0,0,0,0.093,0.0101,0.1278,0,0,0,0,0,0,0.1265,0.0138,0.1739,0.1061,0.0116,0.1458,0.1913,0.0208,0.2631,0.0046,0.0005,0.0063,0.3296,0.0359,0.4532,0.0425,0.0046,0.0584,0.9091,0.099,1.25,637
12615,0.625,37.0006,59.2037,0.0298,0.0477,0.0008,0.3616,0.5786,0.0098,0.1362,0.2179,0.0037,0,0,0,0,0,0,0.1646,0.2634,0.0044,0.0171,0.0274,0.0005,0.1329,0.2127,0.0036,0,0,0,0.3664,0.5863,0.0099,0.0413,0.0661,0.0011,1.25,2.0001,0.0338,389
25331,12.7272,1.5455,0.1214,0.0275,0.0022,0.0178,0,0,0,0.1556,0.0122,0.1007,0,0,0,0,0,0,0.1906,0.015,0.1233,0.1323,0.0104,0.0856,0.3238,0.0254,0.2095,0.0078,0.0006,0.0051,0,0,0,0.0715,0.0056,0.0463,0.9091,0.0714,0.5882,629
2783,0.6665,0,0,0.037,0.0555,0.0541,0.0776,0.1164,0,1.3974,2.0965,0.3463,0,0,0.0001,0,0,0,0.1545,0.2318,0.3122,0,0,0.0772,0,0,0,0,0,0.0148,0,0,0,0,0,0.1537,1.6665,2.5003,0,570
28329,6.4,1.4,0.2188,0.048,0.0075,0.0343,0,0,0,0.096,0.015,0.0686,0,0,0,0.0087,0.0014,0.0062,0.1259,0.0197,0.09,0.0903,0.0141,0.0645,0.2009,0.0314,0.1435,0.0048,0.0007,0.0034,0.3811,0.0596,0.2722,0.0442,0.0069,0.0316,1,0.1562,0.7143,650
55865,0.9,9,10.0001,0.1051,0.1168,0.0117,0,0,0,0.22,0.2445,0.0244,0,0,0,0.13,0.1445,0.0144,0.0784,0.0871,0.0087,0.0382,0.0424,0.0042,0,0,0,0.0299,0.0332,0.0033,0.3622,0.4024,0.0402,0.0362,0.0402,0.004,1,1.1111,0.1111,547
60744,12.3,0.1,0.0081,0.033,0.0027,0.3299,0,0,0,0.1091,0.0089,1.0915,0,0,0,0,0,0,0.1354,0.011,1.3545,0.1171,0.0095,1.1714,0,0,0,0.0054,0.0004,0.0543,0.5497,0.0447,5.497,0.0502,0.0041,0.502,1,0.0813,10.0007,627
17783,13.9,0.8,0.0576,0.0342,0.0025,0.0427,0,0,0,0.1436,0.0103,0.1795,0,0,0,0,0,0,0.1552,0.0112,0.194,0.0238,0.0017,0.0298,0.2965,0.0213,0.3706,0.0074,0.0005,0.0093,0.274,0.0197,0.3425,0.0653,0.0047,0.0817,1,0.0719,1.25,683
257093,0.9231,3.3077,3.5833,0.0823,0.0891,0.0249,0,0,0,0.147,0.1592,0.0444,0,0,0,0,0,0,0.1815,0.1967,0.0549,0.0182,0.0197,0.0055,0.209,0.2264,0.0632,0.0538,0.0583,0.0163,0,0,0,0.0774,0.0839,0.0234,0.7692,0.8333,0.2326,614
95946,7.9167,2.5,0.3158,0.0317,0.004,0.0127,0.1688,0.0213,0.0675,0.0454,0.0057,0.0182,0.003,0.0004,0.0012,0,0,0,0.3859,0.0487,0.1544,0.0711,0.009,0.0285,0,0,0,0.0374,0.0047,0.015,0,0,0,0.0899,0.0114,0.036,0.8333,0.1053,0.3333,623
92891,1.5,4,2.6667,0.1798,0.1199,0.045,0.0881,0.0587,0.022,0.2679,0.1786,0.067,0,0,0,0,0,0,0.0998,0.0666,0.025,0.0337,0.0224,0.0084,0.2531,0.1687,0.0633,0.0336,0.0224,0.0084,0,0,0,0.044,0.0294,0.011,1,0.6667,0.25,608
150768,0.2727,6.6364,24.3331,0.091,0.3335,0.0137,0,0,0,0.2565,0.9406,0.0387,0,0,0,0.105,0.3848,0.0158,0.0588,0.2156,0.0089,0.0234,0.0857,0.0035,0,0,0,0.0237,0.0868,0.0036,0.3222,1.1815,0.0486,0.0285,0.1046,0.0043,0.9091,3.3333,0.137,549
13271,0.2,21.9,109.5083,0.0466,0.2329,0.0021,0.3905,1.9525,0.0178,0.2023,1.0117,0.0092,0,0,0,0.066,0.3301,0.003,0.2077,1.0388,0.0095,0.0425,0.2125,0.0019,0,0,0,0,0,0,0,0,0,0.0444,0.2219,0.002,1,5.0004,0.0457,439
386976,3.2308,1.6923,0.5238,0.0947,0.0293,0.056,0,0,0,0.113,0.035,0.0668,0,0,0,0,0,0,0.1096,0.0339,0.0648,0.0285,0.0088,0.0168,0,0,0,0.0282,0.0087,0.0166,0.3501,0.1084,0.2069,0.0452,0.014,0.0267,0.7692,0.2381,0.4545,562
89013,0.9,9.6,10.6666,0.0968,0.1075,0.0101,0,0,0,0.152,0.1689,0.0158,0,0,0,0,0,0,0.0546,0.0606,0.0057,0.0209,0.0232,0.0022,0.1434,0.1594,0.0149,0.019,0.0211,0.002,0.4883,0.5426,0.0509,0.0249,0.0277,0.0026,1,1.1111,0.1042,550
29458,0.8,9.8,12.2502,0.0532,0.0665,0.0054,0,0,0,0.1554,0.1943,0.0159,0,0,0,0,0,0,0.1619,0.2024,0.0165,0.0189,0.0236,0.0019,0,0,0,0,0,0,0.5786,0.7232,0.059,0.032,0.04,0.0033,1,1.25,0.102,485
295259,2.8461,9,3.1622,0.0276,0.0097,0.0031,0,0,0,0.0941,0.0331,0.0105,0,0,0,0.0484,0.017,0.0054,0.1039,0.0365,0.0115,0.041,0.0144,0.0046,0,0,0,0.0347,0.0122,0.0039,0.3697,0.1299,0.0411,0.0498,0.0175,0.0055,0.7692,0.2703,0.0855,603
159746,1.6364,2,1.2222,0.1159,0.0708,0.0579,0.0599,0.0366,0.03,0.1836,0.1122,0.0918,0,0,0,0,0,0,0.0579,0.0354,0.0289,0.0196,0.012,0.0098,0,0,0,0.0229,0.014,0.0115,0.419,0.2561,0.2095,0.0302,0.0184,0.0151,0.9091,0.5556,0.4545,637
16232,0.2,25.4,127.0157,0.0164,0.0823,0.0006,0.261,1.3053,0.0103,0.0993,0.4966,0.0039,0,0,0,0,0,0,0.1386,0.6929,0.0055,0.0252,0.126,0.001,0.0966,0.4831,0.0038,0,0,0,0.333,1.6651,0.0131,0.0299,0.1494,0.0012,1,5.0006,0.0394,396
179326,2.4286,7.2857,3,0.0686,0.0283,0.0094,0,0,0,0.0753,0.031,0.0103,0,0,0,0,0,0,0.0944,0.0389,0.013,0.0155,0.0064,0.0021,0.1067,0.0439,0.0146,0.0302,0.0124,0.0041,0.284,0.1169,0.039,0.0396,0.0163,0.0054,0.7143,0.2941,0.098,587
7501,0.3333,0,0,0.0353,0.106,0,0,0,0.019,0.9585,2.876,0,0,0,0,0,0,0.0157,0.1172,0.3516,0.4054,0,0,0,0,0,0.2103,0,0,0,0,0,0.4384,0,0,0,1.1111,3.3336,1.0456,627
332986,2.6429,7.3571,2.7838,0.0627,0.0237,0.0085,0,0,0,0.0993,0.0376,0.0135,0,0,0,0.053,0.0201,0.0072,0.1073,0.0406,0.0146,0.036,0.0136,0.0049,0,0,0,0.0432,0.0163,0.0059,0.2607,0.0986,0.0354,0.0521,0.0197,0.0071,0.7143,0.2703,0.0971,640
24442,6.4545,0.5455,0.0845,0.0263,0.0041,0.0482,0,0,0,0.1445,0.0224,0.2649,0,0,0,0,0,0,0.1175,0.0182,0.2154,0.0676,0.0105,0.1239,0.2002,0.031,0.3671,0.0054,0.0008,0.0099,0.303,0.0469,0.5554,0.0446,0.0069,0.0818,0.9091,0.1408,1.6667,612
19798,1.125,6.9998,6.2223,0.0569,0.0506,0.0081,0,0,0,0.1459,0.1297,0.0208,0,0,0,0,0,0,0.2275,0.2022,0.0325,0.0454,0.0404,0.0065,0,0,0,0,0,0,0.7295,0.6484,0.1042,0.0448,0.0398,0.0064,1.25,1.1111,0.1786,575
65690,1,4.6,4.6,0.0522,0.0522,0.0113,0,0,0,0.2511,0.2511,0.0546,0,0,0,0.0925,0.0925,0.0201,0.0716,0.0716,0.0156,0.0141,0.0141,0.0031,0.1776,0.1776,0.0386,0.0257,0.0257,0.0056,0.2843,0.2843,0.0618,0.0309,0.0309,0.0067,1,1,0.2174,550
79805,4.3636,2.8182,0.6458,0.2221,0.0509,0.0788,0,0,0,0.148,0.0339,0.0525,0,0,0,0.0799,0.0183,0.0284,0.2008,0.046,0.0713,0.113,0.0259,0.0401,0,0,0,0.066,0.0151,0.0234,0,0,0,0.0792,0.0182,0.0281,0.9091,0.2083,0.3226,551
122275,3.6154,6.5385,1.8085,0.0536,0.0148,0.0082,0,0,0,0.0816,0.0226,0.0125,0,0,0,0.0462,0.0128,0.0071,0.0894,0.0247,0.0137,0.0309,0.0085,0.0047,0.1167,0.0323,0.0178,0.027,0.0075,0.0041,0.2805,0.0776,0.0429,0.0433,0.012,0.0066,0.7692,0.2128,0.1176,557
240892,1.2727,3.1818,2.5,0.0958,0.0753,0.0301,0.0351,0.0276,0.011,0.1278,0.1004,0.0402,0,0,0,0.0651,0.0512,0.0205,0.0468,0.0368,0.0147,0.0276,0.0217,0.0087,0,0,0,0.0146,0.0115,0.0046,0.4787,0.3761,0.1504,0.0176,0.0138,0.0055,0.9091,0.7143,0.2857,554
30367,11.3,1.2,0.1062,0.02,0.0018,0.0166,0,0,0,0.1258,0.0111,0.1049,0,0,0,0,0,0,0.1284,0.0114,0.107,0.1168,0.0103,0.0973,0.2169,0.0192,0.1808,0.0055,0.0005,0.0046,0.3385,0.03,0.2821,0.048,0.0042,0.04,1,0.0885,0.8333,628
120396,7.9167,16.25,2.0526,0.0163,0.0021,0.001,0,0,0,0.0378,0.0048,0.0023,0.0017,0.0002,0.0001,0,0,0,0.2687,0.0339,0.0165,0.0201,0.0025,0.0012,0.3063,0.0387,0.0189,0.0309,0.0039,0.0019,0.0767,0.0097,0.0047,0.0748,0.0095,0.0046,0.8333,0.1053,0.0513,494
113108,0.4,9.4,23.5001,0.0633,0.1583,0.0067,0,0,0,0.3414,0.8535,0.0363,0,0,0,0,0,0,0.0771,0.1928,0.0082,0.0326,0.0815,0.0035,0.229,0.5724,0.0244,0.0304,0.076,0.0032,0.1864,0.466,0.0198,0.0398,0.0995,0.0042,1,2.5,0.1064,556
97109,1.4,7.2,5.1428,0.0535,0.0382,0.0074,0.0841,0.0601,0.0117,0.2521,0.1801,0.035,0,0,0,0,0,0,0.0852,0.0609,0.0118,0.0151,0.0108,0.0021,0,0,0,0.0318,0.0227,0.0044,0.4362,0.3116,0.0606,0.042,0.03,0.0058,1,0.7143,0.1389,600
